"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Unidade","Multiplicador"
"1.2","Série retropolada","Carazinho",,,,"518750","664685","670655","635239","709161","829436","949993","880735",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Casca",,,,"89269","104372","111228","110377","128934","147938","182716","183296",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Centenário",,,,"13936","22258","20490","14551","19120","25848","27568","30387",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cerro Grande do Sul",,,,"43207","51422","58538","49396","55047","60433","75209","78029",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Charrua",,,,"19949","34778","28989","17218","27223","34857","41286","39042",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cidreira",,,,"55292","62761","72178","77000","82941","92039","103229","115299",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Condor",,,,"74747","132439","113361","72407","91254","119025","147363","157803",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Coronel Barros",,,,"22261","39246","30635","20077","26580","33488","40825","39148",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Coxilha",,,,"50408","86175","60015","30004","56339","64765","49197","86679",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cruz Alta",,,,"556092","860454","853533","662545","878679","1070501","1228189","1373266",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Derrubadas",,,,"20023","29598","25668","19636","22984","33046","35229","33789",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dois Irmãos das Missões",,,,"20606","36272","32553","19728","30547","40126","41055","42714",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dom Pedrito",,,,"335692","417339","468235","382304","386709","420845","549566","596751",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Eldorado do Sul",,,,"465692","612983","748919","954959","1139454","706504","527567","586460",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Entre-Ijuís",,,,"58045","103261","81485","56855","73238","104222","118350","123349",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ernestina",,,,"29426","48463","39401","21635","42194","52320","56339","61116",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Esmeralda",,,,"31230","57211","48723","33467","48294","64700","69499","58819",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Estância Velha",,,,"428157","534244","596265","612909","626427","591771","620539","614757",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Eugênio de Castro",,,,"28365","49415","37145","23447","40015","59704","77760","83058",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Faxinalzinho",,,,"12858","22762","19204","14504","19182","24090","31220","25128",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Floriano Peixoto",,,,"12002","20479","17678","12507","18025","23863","29954","27341",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Fortaleza dos Valos",,,,"66141","121042","98370","58264","80264","94501","117767","122613",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Gaurama",,,,"43673","62955","57692","50988","57682","70665","87572","81097",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Giruá",,,,"165946","248743","217594","160176","199873","271281","288921","307577",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Gramado Xavier",,,,"16801","24064","24997","22501","27200","29037","32687","31442",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Guaporé",,,,"150857","172175","190902","215244","234676","276507","345824","351164",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Horizontina",,,,"580469","917505","1310304","945206","847608","791019","879149","742592",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibiaçá",,,,"43972","66372","58839","38563","60453","71146","82949","83588",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Igrejinha",,,,"292860","302129","393350","473329","503475","549012","654997","688577",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alecrim",,,,"28636","39041","35499","31222","37427","44569","48136","49684",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alpestre",,,,"32777","47357","44173","43391","48944","66239","70079","65719",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Amaral Ferrador",,,,"25113","34197","33092","28786","34202","38451","43658","48888",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Antônio Prado",,,,"119391","135430","145908","148730","165118","182238","200747","209345",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arroio do Meio",,,,"227974","265632","274446","331620","321629","339992","393065","417332",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arroio do Tigre",,,,"80831","100195","103222","102100","124912","139422","171623","165952",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Áurea",,,,"19819","34152","30439","22501","29108","39497","43952","42729",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barão de Cotegipe",,,,"33390","51860","47354","41575","50777","68716","76612","77592",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barra do Quaraí",,,,"59027","76697","82749","63975","80095","64726","99540","96430",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barros Cassal",,,,"50556","80347","70357","59045","71766","72577","84855","96768",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Boa Vista do Buricá",,,,"52768","65248","62031","58396","66808","79790","87051","81312",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Bom Jesus",,,,"58575","75813","66404","66563","78462","108205","118295","145565",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Boqueirão do Leão",,,,"35488","51640","53750","49494","55226","55822","64054","64709",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Brochier",,,,"19966","27354","29924","34824","37139","41470","41713","44599",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cachoeira do Sul",,,,"531563","626862","685595","664105","700909","824609","1020665","1107598",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caiçara",,,,"22886","31836","30918","30644","34725","38189","44948","45173",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Campestre da Serra",,,,"26328","37376","47271","32978","43263","45848","49655","51984",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Campo Novo",,,,"48499","60538","55995","44100","55451","65208","70153","69454",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Imigrante",,,,"40053","44420","53963","55865","56675","71031","81207","72948",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ipiranga do Sul",,,,"26580","44001","39380","27133","31896","39862","46917","46301",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Itapuca",,,,"13522","17227","16989","15000","18419","17040","24016","25131",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ivorá",,,,"18142","13730","16317","14438","16943","18290","24866","26483",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Jacutinga",,,,"29552","49771","42829","28866","40534","51170","60830","65021",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Jari",,,,"29119","43545","39650","28055","41546","56026","72579","79188",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lagoão",,,,"16073","22283","24959","25101","31611","36796","47018","45221",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lajeado do Bugre",,,,"8572","12913","10940","8941","12438","17069","25579","16600",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Linha Nova",,,,"13250","15473","13960","15387","16868","17835","22597","22096",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Manoel Viana",,,,"47321","68842","62097","53877","61733","77107","95700","87803",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Marcelino Ramos",,,,"28402","36905","38784","35977","40659","48898","52472","49017",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mata",,,,"23377","28807","30529","30991","37578","41944","42917","45092",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Maximiliano de Almeida",,,,"25631","36669","33096","29013","37333","44600","52115","50883",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Monte Alegre dos Campos",,,,"18221","20701","20033","19410","23004","22904","26088","23739",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Morrinhos do Sul",,,,"15145","20076","20502","20169","23084","25451","29163","31020",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Muçum",,,,"40865","47468","51042","56089","93546","134405","148631","117667",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nicolau Vergueiro",,,,"23288","33487","30308","17649","25854","31974","41666","41015",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Bassano",,,,"174931","182714","251016","255075","268039","324511","410657","432976",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Esperança do Sul",,,,"70769","71331","56863","48839","65383","92741","84439","63301",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Petrópolis",,,,"157739","173654","198800","229358","247045","273621","310168","329368",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Santa Rita",,,,"177795","178732","214435","233790","258165","289135","354278","395646",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Novo Tiradentes",,,,"10302","15937","12637","12156","12726","17566","18773","17555",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Paim Filho",,,,"26994","36484","35318","30301","35282","44804","48544","48838",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Panambi",,,,"393697","551951","565791","479926","462846","586279","731141","850022",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pareci Novo",,,,"26087","25645","28666","29174","35645","38076","40323","42113",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Passo Fundo",,,,"1521887","1812027","2004468","2093361","2290435","2555036","3071387","3302338",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","David Canabarro",,,,"28694","35455","37402","29052","44212","50809","67014","62007",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dois Irmãos",,,,"472523","508709","568450","577049","585905","619577","633458","679122",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dom Pedro de Alcântara",,,,"11019","13688","12971","14656","15503","17631","24589","22718",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Doutor Ricardo",,,,"11664","15358","16664","15931","18332","22127","25199","23890",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Engenho Velho",,,,"15012","20073","17109","13241","18846","19707","24100","23484",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Erechim",,,,"923975","1055579","1239685","1324647","1434321","1605612","1862876","1981259",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Erval Seco",,,,"38323","60671","56026","47729","62496","83571","90908","82213",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Estação",,,,"50324","73089","74211","68560","73015","80753","93915","94475",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Estrela Velha",,,,"29426","53152","39361","29773","42634","50507","60877","64149",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Faxinal do Soturno",,,,"41148","47654","51101","50803","56371","58023","69045","76801",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Flores da Cunha",,,,"299630","332930","377076","398340","430713","466626","508636","560928",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Forquetinha",,,,"13963","19105","19428","19343","20631","25469","25483","23718",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Garruchos",,,,"27742","48030","38587","28870","30750","45469","51470","46927",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Getúlio Vargas",,,,"111960","145907","155229","141766","167864","197091","227888","234331",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Gramado dos Loureiros",,,,"8984","15956","13312","10887","14463","18576","20618","20186",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Guaíba",,,,"691936","1121622","1236961","1456751","1865805","1954704","2114433","2231899",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Herveiras",,,,"12667","18948","20173","18289","20910","21945","23676","24325",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibarama",,,,"22325","28244","26950","26946","30613","35595","43231","37173",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibirubá",,,,"213638","352513","337549","248986","281296","334255","470266","486751",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Imbé",,,,"89069","102181","117331","126351","143616","173152","185715","208340",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ajuricaba",,,,"51113","91030","71937","55664","70221","94694","114824","117705",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Almirante Tamandaré do Sul",,,,"33777","57138","48683","25869","43090","46832","61448","58742",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alvorada",,,,"503103","587028","656402","734040","782701","884988","1014110","1114713",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Anta Gorda",,,,"40623","49505","51190","47792","57503","66952","78334","76593",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Aratiba",,,,"159685","177413","190093","182728","265658","220042","212485","685540",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arroio dos Ratos",,,,"54641","70559","83606","90346","87871","104658","106445","116896",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Augusto Pestana",,,,"55461","88706","79839","55092","69832","101566","124573","125208",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barão",,,,"28752","31216","33564","35768","40572","49119","63720","84913",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barra do Guarita",,,,"9095","13155","12562","12541","14274","17409","17765","18234",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barra Funda",,,,"23281","33746","36300","32857","37490","42995","47728","52050",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Boa Vista das Missões",,,,"28132","47864","38307","23009","34493","51585","59785","59216",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Boa Vista do Sul",,,,"19715","31021","30862","29276","32469","36847","40366","42888",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Bom Retiro do Sul",,,,"69552","72522","89175","118879","134211","101723","109911","127614",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Braga",,,,"17608","29329","22317","18989","23086","32071","35442","37938",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cacequi",,,,"77608","105795","107737","97066","107286","128235","146093","153448",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caibaté",,,,"30137","44903","35149","30614","38171","53347","58309","53059",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cambará do Sul",,,,"90490","86409","101528","83979","86345","92575","91016","94411",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Campo Bom",,,,"917728","988314","1141021","1212569","1206582","1274277","1331427","1304030",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ipê",,,,"42191","51219","57756","60607","67187","78494","84354","87733",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Itacurubi",,,,"21108","31738","29788","25942","26444","35078","42503","40988",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Itatiba do Sul",,,,"16299","24072","22800","23101","24783","33837","34801","28526",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Jacuizinho",,,,"25016","34965","31039","15302","26520","30099","37512","39666",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Jaquirana",,,,"21837","24427","24903","26060","28704","36391","32639","34547",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lagoa Bonita do Sul",,,,"12879","17521","19515","18522","22502","26103","32780","28532",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lajeado",,,,"721736","854008","1019109","1137950","1228297","1332261","1565122","1709619",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lindolfo Collor",,,,"113382","122303","201036","113651","131961","130907","139859","111323",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mampituba",,,,"11377","15487","14315","14618","15846","17110","21795","20190",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Marau",,,,"479718","586055","603109","635820","654275","722194","887725","961310",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Marques de Souza",,,,"21410","25330","26814","26258","29395","34320","37536","38444",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mato Queimado",,,,"10103","17050","12158","10133","14127","20729","20176","20500",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Montauri",,,,"13400","16593","16357","13170","16208","19559","23761","25805",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mormaço",,,,"20030","41726","34931","18818","26776","37737","43036","45312",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mostardas",,,,"98175","133589","144460","121284","124324","140410","182425","185634",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Não-Me-Toque",,,,"224285","339801","360104","258016","289069","335948","488429","498518",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Araçá",,,,"37146","44022","52521","66880","72549","104511","214717","173606",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Candelária",,,,"25687","36040","38861","45958","63520","88927","138044","153631",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Palma",,,,"50827","89535","86079","81968","123630","134171","164213","162347",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Roma do Sul",,,,"21356","25629","29963","28919","38342","43579","55880","56480",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Novo Machado",,,,"30435","52352","35817","23244","32710","41865","45794","50010",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Osório",,,,"463284","520961","684654","769055","835538","906473","910851","993943",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Palmitinho",,,,"32614","38301","39281","39580","45077","58062","67498","65309",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Paraíso do Sul",,,,"37979","46545","49959","44669","53762","60714","77201","74964",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Passo do Sobrado",,,,"41334","58803","60080","55485","54083","60834","68008","68078",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pedras Altas",,,,"20190","25150","25372","23080","26155","31625","36103","37233",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Campos Borges",,,,"21501","38850","30840","20740","25684","31011","39633","41415",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Canela",,,,"202297","223793","253603","286147","343834","360224","388487","438007",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Capão Bonito do Sul",,,,"20349","33354","34465","21946","37121","43099","59508","47924",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Capivari do Sul",,,,"42645","57315","71257","58398","59588","76011","105455","110602",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caraá",,,,"43660","28339","38089","32401","37539","34609","34696","36327",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Caseiros",,,,"18783","31838","30843","21690","30805","33291","43047","40686",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cerrito",,,,"23176","28565","29697","25690","30522","36944","41174","43842",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cerro Largo",,,,"108879","134251","141443","156514","167436","242723","290679","320246",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Chiapetta",,,,"40444","70662","54543","31902","40202","60936","71630","76309",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ciríaco",,,,"36048","52956","43640","36829","51954","58953","73775","64425",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Constantina",,,,"58204","78901","71938","65122","83700","88409","100352","106166",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Coronel Bicaco",,,,"50050","96186","86268","50387","79720","94938","94829","112073",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Crissiumal",,,,"77451","95446","91320","86296","97252","112784","131142","148641",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cruzaltense",,,,"11902","22684","20581","11814","17802","25742","28637","26986",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dezesseis de Novembro",,,,"9102","11927","11794","11929","14495","16687","19205","19492",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dois Lajeados",,,,"24312","28621","30127","29174","36178","51294","54844","51307",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Dona Francisca",,,,"20721","25348","27762","23988","26336","26688","33118","34605",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Encantado",,,,"217322","226964","256912","272861","282387","314599","347763","360011",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Entre Rios do Sul",,,,"90189","99218","106946","100459","184759","250787","204614","200676",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Herval",,,,"30633","34441","35246","35626","37620","42877","51573","53340",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Esperança do Sul",,,,"15110","22481","19448","16320","18666","26655","27536","27285",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Esteio",,,,"872701","1070519","994907","1097994","1293722","1377944","1586815","1810714",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Fagundes Varela",,,,"29718","34620","36872","36620","42711","40902","40940","41221",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Fazenda Vilanova",,,,"71659","38777","46684","52217","55870","73464","81151","107738",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Fontoura Xavier",,,,"50417","52951","54363","59070","66931","78441","83106","87389",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Frederico Westphalen",,,,"197973","230644","251974","273513","304895","348812","417075","448407",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","General Câmara",,,,"47651","43127","75766","68627","71600","84151","78230","89570",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Glorinha",,,,"40112","49234","112522","128490","149092","212099","248788","246462",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Gravataí",,,,"2469970","2692272","3079346","3317107","3710736","4916089","5381050","5599722",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Guarani das Missões",,,,"67076","95247","78940","68378","82059","105310","117344","143046",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Hulha Negra",,,,"35040","36117","50003","44089","44900","50754","58763","61193",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ibiraiaras",,,,"66333","80366","88611","73341","91363","101502","121846","115028",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ijuí",,,,"600916","775341","779890","757167","790721","937777","1125951","1208406",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Campina das Missões",,,,"33985","49120","41433","35538","42252","55349","53803","57042",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Camaquã",,,,"486655","610494","668012","646875","635627","722607","874028","931682",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Cachoeirinha",,,,"1175456","1462085","1699798","1871205","2002373","2310743","2932638","3375629",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Butiá",,,,"139177","155278","174153","160239","165172","179205","168466","188458",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Bossoroca",,,,"47784","95557","60046","48568","56444","94747","110502","113837",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Bom Princípio",,,,"84190","93220","106361","128880","143837","152430","208444","229477",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Boa Vista do Cadeado",,,,"33117","77744","71756","27742","51692","67485","97303","86116",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Benjamin Constant do Sul",,,,"6817","10177","9431","8134","10049","12231","14819","12690",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barra do Ribeiro",,,,"107320","104597","114496","98769","114216","120828","133663","143255",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Barão do Triunfo",,,,"31258","41442","47643","36901","39181","42471","50150","51674",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Bagé",,,,"612186","690201","773261","822034","871169","953180","1081200","1090262",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arroio Grande",,,,"118574","170975","184556","164039","171138","201366","238612","276490",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arroio do Sal",,,,"35545","41000","44879","52805","59170","71543","80352","89461",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Arambaré",,,,"34231","48831","54303","39378","40414","51968","62638","65656",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ametista do Sul",,,,"27965","28801","30964","30916","34933","35270","38031","41185",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alto Alegre",,,,"15342","27573","18613","13471","18514","20647","26367","29640",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Alegrete",,,,"563457","701856","774857","732138","788783","828981","989125","981396",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Água Santa",,,,"36197","53665","55025","38025","49880","73607","90785","89774",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Independência",,,,"57317","87981","72204","54427","61881","84830","91011","91972",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Iraí",,,,"36355","45967","46276","46090","51304","56855","65195","65932",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Itaqui",,,,"362631","445187","487076","457820","497407","475461","613526","648320",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Ivoti",,,,"284904","316311","421114","371006","365367","356037","403852","374018",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Jaguarão",,,,"139912","171324","184411","186096","187823","220569","276358","279389",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Jóia",,,,"76001","177022","106094","59003","92967","144733","194855","181877",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lagoa dos Três Cantos",,,,"17591","34148","28760","16536","23742","27332","37106","39662",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Lavras do Sul",,,,"47079","62271","68928","67887","73061","95144","111088","117572",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Machadinho",,,,"49794","57862","57696","29264","38113","51232","58301","53120",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Maquiné",,,,"23867","25661","27248","31932","35964","40548","44208","48580",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mariana Pimentel",,,,"22114","21476","20471","20981","23635","22887","29568","36208",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Mato Castelhano",,,,"31305","42090","33394","24583","37428","43878","57868","49887",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Minas do Leão",,,,"30583","40792","49832","46724","50327","73301","72329","77979",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Monte Belo do Sul",,,,"18379","22563","25841","24755","29076","43291","55990","57100",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Morro Redondo",,,,"24033","30551","32682","34269","36642","42838","50272","50405",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Muitos Capões",,,,"95294","161673","111383","90175","128881","138117","179842","138174",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nonoai",,,,"65489","106992","116941","78901","104123","127322","148605","209913",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Boa Vista",,,,"16914","22903","19763","14724","21903","25417","28447","27593",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Hartz",,,,"164050","180815","191669","217779","249248","291867","357380","356859",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Nova Prata",,,,"363725","414836","585189","608012","594611","601675","658979","687002",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Novo Cabrais",,,,"19807","24997","27449","24401","27386","31002","39791","41968",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Novo Xingu",,,,"11053","15352","12683","11029","15743","19855","22163","20481",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Palmares do Sul",,,,"79159","103079","114279","109298","112247","121666","151499","155182",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Pantano Grande",,,,"74920","109781","107274","91690","94775","102202","125024","126315",,,,,,,,,,,"R$",1000
"1.2","Série retropolada","Parobé",,,,"454679","421016","413943","448014","434999","476066","511887","516814",,,,,,,,,,,"R$",1000
