"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Unidade","Multiplicador"
"3.3.1.1","Agropecuária","Erechim","24705","28459","18535","19746","30859","28988","19867","28760","36159","41829","36919","37858","45847","45456",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Erval Seco","11543","14372","19150","17232","49355","23834","15732","22418","32209","37090","34818","47031","49497","34454",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Estação","3991","4708","6385","6462","13328","10722","4723","9909","12320","14152","12785","13843","17534","18081",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Estrela Velha","10578","10012","14048","14844","25149","16436","10602","21245","26941","31518","32863","25748","31854","24144",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Faxinal do Soturno","5825","6638","6988","8216","11353","12159","8502","10247","10282","13714","15360","12970","13360","10655",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Flores da Cunha","35340","37805","51292","55790","62026","61417","63296","66811","51557","36575","46120","53845","68372","97642",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Forquetinha","0","0","5260","6157","8398","8256","5776","8099","12151","12475","11685","11505","13955","16725",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Garruchos","8797","8097","14034","15539","28751","19710","13325","16983","28927","30963","28457","32932","33535","27196",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Getúlio Vargas","11339","13176","16140","16828","29046","25567","10423","22176","29628","37248","38979","35480","45193","37796",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Gramado dos Loureiros","3702","3487","4632","4107","9159","6096","3320","7149","10250","10618","9714","11208","13840","11775",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Guaíba","8317","7477","8758","13556","21924","14954","14042","16579","15552","18702","29266","26383","33563","34110",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Herveiras","4175","4683","7240","7324","12161","13704","11213","14970","13776","14019","16754","17884","20240","14837",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ibarama","9298","9912","14795","15127","18470","18387","16924","21735","24071","28371","26396","23065","25469","21301",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ibirubá","32574","28851","46403","47045","93068","61486","33889","56778","82448","116412","108285","86604","108397","70313",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Imbé","496","500","685","762","922","1030","1048","1332","1300","1202","1351","1519","1418","1449",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ipê","11771","11506","17683","21942","32076","30307","25615","33803","36607","40340","46901","57707","54222","55264",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itacurubi","9752","9360","13602","13835","19705","20129","15787","15638","22265","29123","29712","32551","29726","29591",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itatiba do Sul","4918","5594","6445","5706","10555","10759","9360","12287","17810","19726","16305","18488","20023","18881",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jacuizinho","0","0","9505","10555","22498","13552","4701","16072","19311","24230","22860","16315","22944","13971",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaquirana","4259","5932","8182","9475","7735","8163","7541","7887","9158","12558","12958","14442","13453","15560",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Lagoa Bonita do Sul","0","0","10758","9957","13251","14573","13296","17372","18747","21770","24865","16094","20521","19031",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Lajeado","11054","12382","7800","8573","11066","10564","8728","11620","14209","12965","13871","17121","29957","30757",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Lindolfo Collor","1843","1662","2657","2450","2513","2889","2421","2702","2726","3480","3900","3957","4204","4531",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mampituba","3809","4164","6443","5532","7736","7880","7282","8335","8696","10805","12384","12942","12590","13229",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Marau","25934","31647","39777","55869","80339","59347","34315","61841","87312","97477","91343","104263","135922","144448",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Marques de Souza","6106","6393","7622","8499","10874","12302","9790","12714","16284","15659","16804","20403","31068","40127",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mato Queimado","0","0","5883","5279","9714","5684","5473","9497","14460","14485","13889","16462","18415","15093",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Montauri","3919","3858","6600","7190","11088","9044","6496","9182","10616","12374","12162","19061","25550","29465",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mormaço","4615","4964","7009","8255","15408","9751","5037","10875","17380","17242","17771","17205","23136","23052",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mostardas","33548","30706","42752","48689","66969","82550","50021","55457","62047","99379","108065","114653","78182","115649",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Não-Me-Toque","18181","18168","21060","26334","43774","32317","19283","36375","51401","67252","55833","54152","64868","47906",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Araçá","3259","3525","4847","9561","16409","14608","13855","15645","10697","25673","22295","21250","29384","32332",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Candelária","4803","6830","9290","11972","20252","17638","17165","19071","28137","33918","30363","28805","28528","28744",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Palma","12004","12611","14360","18510","23533","17649","15724","21990","23744","28126","32062","25864","27573","21042",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Roma do Sul","7759","8507","11666","11430","13648","15051","11772","17175","15149","18120","20325","20173","25239","38242",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Novo Machado","8530","9295","12189","15761","28281","15535","8762","18717","24370","25774","27776","25023","29814","26084",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Osório","6087","5968","6679","9992","13593","17398","12620","13334","13657","15529","17671","17648","16639","19783",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Palmitinho","8273","8346","10574","13364","21870","17253","16383","19632","27730","33764","30457","29676","35271","41592",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Paraíso do Sul","11511","11676","17144","19203","24500","29453","22013","30684","36546","44984","46585","36137","38917","35911",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Passo do Sobrado","13565","13198","20801","24305","30721","32081","24745","27520","26064","29051","31199","34824","45755","32039",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pedras Altas","0","0","4262","9819","15397","16976","15761","17441","21852","26893","29503","31438","28577","28824",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Picada Café","2518","2622","4061","4482","5722","4861","4248","4902","4751","5876","6596","7788","7803","9866",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pinheirinho do Vale","8400","8559","9761","12619","19439","15856","15435","17294","23210","29126","25316","23354","22564","24768",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Piratini","21439","26083","31765","34550","43059","47615","35221","35373","49919","61519","65152","66643","68291","70386",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ponte Preta","4511","5044","4931","6229","9452","7100","4635","9423","11145","13161","11444","12174","14012","12082",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Porto Mauá","3293","3588","4674","4840","8233","6896","6203","9886","11584","11925","14697","15323","14100","15923",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Presidente Lucena","2731","2650","4160","4296","4939","5408","4435","5552","5461","6658","6870","7962","8400","8697",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quaraí","22486","21034","34710","41923","44641","57421","44041","54280","54471","76081","83456","99076","76612","83403",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Redentora","5928","9369","13492","7147","16828","9831","5975","11283","24169","18870","19965","22146","25968","18678",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Rio Grande","37104","37188","55914","52188","68758","88606","81069","89274","98658","122347","135299","167339","134301","147555",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Rodeio Bonito","7046","8182","8957","9874","17181","11757","9302","12474","15507","17338","15892","17082","18036","16696",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Rondinha","9961","13227","14339","17607","26699","24225","18957","29258","37237","43046","34745","38009","42290","33291",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Saldanha Marinho","9157","9716","14846","13012","26434","19827","7272","15148","22922","26379","28123","22183","29865","14163",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Sananduva","16765","20474","25986","27827","48324","43165","23629","39655","56677","68066","57532","60531","88514","93314",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santa Cruz do Sul","47762","47038","65339","66628","93286","102748","80579","103071","89366","101031","115942","111660","126464","96469",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santana da Boa Vista","7397","8241","12051","13709","16581","19397","17121","20994","31102","33841","34757","33447","35693","36563",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santa Vitória do Palmar","77192","64601","83247","80325","125106","169160","102876","95398","99485","176405","190082","217140","178052","205495",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santo Antônio da Patrulha","17421","16830","21050","25868","40838","46691","34161","38424","35837","51835","63514","64089","56053","69942",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Santo Cristo","20106","24625","32341","33467","49387","43968","36388","54999","66109","76250","74900","90403","82030","86171",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Francisco de Assis","20401","19734","31516","33485","53366","41340","38411","54767","68503","72113","82773","79276","86800","87934",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São João da Urtiga","6165","7737","9649","9671","15676","14045","8337","13587","18477","24277","22333","23958","31760","33016",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São José do Herval","2437","2371","3812","3555","4611","4329","4208","5596","5623","8077","8900","9991","15515","18232",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São José do Ouro","8840","12884","17799","17139","32894","20390","10309","25913","37289","45277","33145","41101","46077","37235",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Lourenço do Sul","46992","42469","65745","72162","84561","113914","79684","105079","121348","155808","187829","137064","161408","183427",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Martinho da Serra","8951","8911","16029","18295","30504","25084","10828","27524","36557","46850","36039","38804","42254","36710",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Pedro da Serra","1784","1865","2397","2828","4479","4009","4581","4895","5536","6463","6326","7167","9801","13693",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Sebastião do Caí","6812","7715","12080","13051","19202","22442","24200","34654","38164","21957","25999","24351","21535","23105",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","São Valério do Sul","3948","4559","5394","5192","11555","6490","3280","5027","12272","12037","11784","10576","14195","8872",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Sapucaia do Sul","258","345","399","386","594","461","560","519","518","609","630","574","552","484",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Segredo","12138","13168","21962","22045","25728","26044","24179","31148","33588","42562","45855","38471","39108","34406",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Serafina Corrêa","9803","10672","16377","19091","30500","27421","21894","25047","29240","33361","31847","38561","54248","59679",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Sete de Setembro","3826","4709","6176","5592","10069","6647","5930","9477","16735","12787","11415","13685","15809","8566",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Sobradinho","12520","13261","11748","12068","15546","15613","14362","18659","20300","22890","24395","20218","23588","22287",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tapera","11465","10655","16410","17364","30695","22950","12187","17390","26530","33129","31595","28108","32497","23958",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Taquaruçu do Sul","5749","6140","7208","8346","15207","11885","10601","11917","14290","16799","16521","15885","16414","16375",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Teutônia","14064","14574","14993","16499","27100","24624","24867","27660","33857","41754","42296","49776","65053","75410",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Torres","3849","3963","5230","8303","15847","13506","11142","12497","12327","18191","18664","19836","17556","19447",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Três Cachoeiras","3543","2834","6604","5948","7862","8483","8985","12292","11774","9459","11987","13253","9676","13607",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Três Palmeiras","6001","7807","9564","9967","21027","14303","9715","18779","19271","23627","21540","23500","25733","17778",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tucunduva","7944","10273","12249","15449","20874","18112","11379","19160","26469","29972","30835","28545","33779","24837",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Tupandi","4511","4795","6521","6464","10383","11690","12978","14639","19022","23491","25212","26487","32044","53284",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","União da Serra","4248","5034","8886","9374","19155","16941","12620","14860","16571","20116","18522","22532","30173","33143",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Vale Verde","4888","6230","7730","12557","17022","22254","14757","19291","19967","22227","25956","20034","20403","31830",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Venâncio Aires","53064","54120","80859","97587","122718","132718","94660","134571","129480","132765","160656","153457","179774","168175",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Viadutos","6854","9177","9718","9269","16437","15986","11036","13137","20867","24806","23200","22864","31546","29921",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Vila Flores","3532","4044","6079","7070","11877","11003","9603","11303","12030","16035","14605","15489","21676","25859",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Vista Alegre","4179","4747","5513","6490","10463","9177","9002","10312","15857","19625","19648","18454","18954","18925",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Westfália","0","0","5737","6790","13873","11277","10900","12501","16170","17312","16965","24093","47021","71547",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Agudo","28793","34683","31348","39316","49723","68538","52440","56894","57375","80681","94254","73484","86225","76971",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Alegria","6221","7135","8427","8873","20378","13819","7279","10831","18673","18802","18926","20630","24362","17597",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Alto Feliz","4416","4574","6432","6607","7220","7053","6006","7210","7035","6537","7891","12207","23773","34448",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","André da Rocha","4944","5261","8100","8287","16782","16188","8189","16403","17987","22642","21938","18083","22807","17849",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Araricá","345","348","514","1013","1010","1381","1061","1319","948","1084","1420","1997","1779","1581",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Arroio do Padre","0","0","3942","4235","6696","6954","7231","8940","8525","9229","10392","9653","8654","13438",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Arvorezinha","11872","13559","21670","21876","19536","25415","22502","32242","34658","37664","44953","33652","50532","53663",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Balneário Pinhal","3628","3343","3740","3493","3213","4272","2574","2629","3272","4099","4170","5998","6398","6960",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Barracão","9586","12599","16248","16795","31750","17838","10059","21588","31750","41131","33491","41854","42372","38820",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Barra do Rio Azul","4316","4529","5515","5308","8938","8412","7575","8627","14865","19921","16423","18869","21754","25225",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Bento Gonçalves","22255","25732","35267","49650","51362","59554","54951","51945","50369","49177","61306","64016","91613","81459",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Boa Vista do Incra","0","0","23099","23942","47182","22505","8590","26207","30209","39388","36083","31248","43674","27984",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Bom Progresso","3549","4001","5594","5912","9547","8672","5061","8196","10593","10379","9173","10757","11106","9403",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Bozano","0","0","9052","8656","21983","10758","4908","12295","19723","19104","18482","18211","22648","10840",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Caçapava do Sul","21146","20046","29003","32284","37690","43669","37892","40464","54433","69452","73219","75173","70695","70650",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cacique Doble","6324","8684","10916","10604","17738","16505","8234","15248","21562","23175","21944","25094","25878","26101",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Camargo","7870","8790","10983","13795","20582","13513","10799","15145","22354","27225","24114","27708","42721","56722",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Campinas do Sul","15596","17600","14171","14371","27623","21643","7888","20269","30480","26314","25149","26135","29137","26713",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Candelária","40797","45769","64161","71509","85339","97427","80422","96811","109929","126273","150856","113044","126564","120330",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Canguçu","43955","43057","66843","76846","118687","117185","95739","115392","140613","133286","167767","144829","140063","137754",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Capão da Canoa","736","781","971","1180","1475","2160","1741","1960","1962","2119","2611","2527","1706","1605",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Capela de Santana","4085","4282","5432","6367","7742","9897","8047","10593","11739","13804","16482","17027","15320","21484",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Carlos Barbosa","11178","11641","19255","23365","22388","27140","24969","28377","42857","45181","39585","46103","67747","65236",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Catuípe","21029","19745","28676","29838","56079","37910","17358","35795","55670","63213","55789","52172","69114","38074",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cerro Branco","7625","8238","12283","12143","14498","16722","12498","16402","20639","27564","27917","24827","26340","21666",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Chapada","22930","33000","44766","43089","74028","52690","25889","50816","67568","88195","80764","84080","97534","48288",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Chuí","2810","2714","4770","3441","5772","7033","4396","4207","6776","10552","10498","11681","9220","9430",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Colinas","3239","3376","4333","5092","8504","7639","7733","7897","10826","13714","11931","14089","18439","26026",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Coqueiro Baixo","0","0","3862","4634","6019","4805","4481","6658","7879","8000","7749","15213","30548","42240",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Coronel Pilar","0","0","7672","9145","11458","11091","10292","11296","11212","11355","13644","16463","24904","31373",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cristal","10643","9909","13379","15486","21361","25744","17481","21173","22386","33046","45240","40051","41551","41042",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Cruzeiro do Sul","10823","12627","16047","16593","24480","22872","16123","24610","42974","34711","34254","38305","50788","56807",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Dilermando de Aguiar","9166","9376","11507","11326","13182","18891","11719","18659","23223","32228","28305","30054","31512","28643",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Dom Feliciano","20703","23480","31458","32892","42145","52600","36584","42430","40423","54196","64772","59263","51975","54668",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Doutor Maurício Cardoso","10339","11007","13390","17351","31388","23732","12314","22962","32888","38495","37180","41050","46490","45976",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Encruzilhada do Sul","30973","31204","45185","47852","53618","53844","43537","51660","54734","61006","63979","70270","71636","69109",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Erebango","8019","8730","11422","9897","17235","13577","5808","12927","16150","18673","14626","18593","26703","25425",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Erval Grande","5851","6750","8173","7447","15082","12748","8931","12157","18960","24727","20284","25061","32962","33653",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Espumoso","25492","20668","34319","34190","66634","42496","16375","41309","58307","67759","74619","59686","83696","57355",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Estrela","14487","15590","19293","23455","33881","34644","32152","38088","46539","47141","46387","62145","76059","90906",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Farroupilha","34633","37741","49393","49361","64159","61863","55276","73121","61171","50669","59329","64510","106785","183297",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Feliz","8378","8687","11814","13270","16180","18163","15840","20935","21100","22576","28206","26361","29026","37092",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Formigueiro","10608","10096","14541","17914","22128","26829","12723","20001","23194","31339","36276","34380","31215","34839",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Garibaldi","17345","18638","22923","27495","29540","27391","24315","25407","28382","24450","28171","42561","70696","51968",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Gentil","5882","7618","9518","13684","20391","12243","5950","13094","18087","26168","20489","22583","31625","33574",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Gramado","7249","7117","7317","8449","13425","14378","9753","11675","8025","9499","11083","10240","10507","10672",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Guabiju","3477","3590","5693","6683","8234","10385","11559","13294","12791","19171","19186","17745","17792","18228",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Harmonia","4382","5857","5461","5740","9280","10365","11728","17516","17067","18424","21378","20548","17608","21115",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Humaitá","7347","9768","14019","13883","23609","18359","13343","20583","26436","27557","25863","29131","29458","32399",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ibirapuitã","6589","6687","9439","11003","19658","12592","5654","15469","25079","26259","25442","24000","30122","25219",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Ilópolis","5328","5371","8237","8457","9973","12689","9923","13793","15511","18044","23169","23114","31331","35582",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Inhacorá","4133","4857","5744","6052","11741","6276","2416","4615","11682","8929","8316","10810","14093","5590",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itaara","3600","3190","3882","4855","6682","5478","3438","6285","6676","8783","8084","9265","10301","8224",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Itati","0","0","1371","1532","1882","4126","3200","3737","2287","2828","3166","3994","3687","3722",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaboticaba","6700","7379","11792","9851","16266","12620","8930","15133","15704","20294","19789","27067","28069","18905",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Jaguari","13303","12966","16295","26239","27398","28753","23425","35033","37258","34676","44384","55105","43098","49965",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Júlio de Castilhos","34654","38313","51426","56122","115823","72175","26943","81525","107035","127229","101618","120342","129227","88599",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Lagoa Vermelha","26789","40042","36745","47381","64609","46142","23939","59749","61834","80262","65015","85789","82910","91262",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Liberato Salzano","7713","7766","13041","10968","17853","11460","11925","20551","22862","25896","39124","36593","41158","34187",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Maçambará","30347","24279","35009","45958","66175","69886","34769","52791","52652","78989","79970","81860","77378","65164",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Maratá","3411","3679","4368","4910","6396","7697","9759","11118","12104","14300","14934","15466","18230","38267",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mariano Moro","3911","4220","3911","4013","7045","5867","5490","5820","8676","10359","9116","9981","12394","15022",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Mato Leitão","4484","4273","6410","6759","8556","8867","7129","8536","8232","8793","9501","10009","9273","11034",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Miraguaí","4370","5797","5397","4546","9661","6401","5815","6945","12369","16416","17273","19214","23289","16975",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Montenegro","14967","15643","18701","23236","34027","37563","33353","52189","59075","55750","64065","68882","73022","89115",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Morro Reuter","4143","3555","6329","5561","6951","6913","5176","5595","6277","6833","7156","11794","20803","28392",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Muliterno","5340","5969","7719","9496","10270","8717","7177","12310","14443","18915","16771","19698","20911","22514",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Alvorada","6636","6313","11901","12820","18204","14906","10041","15026","20121","21890","23084","25392","42806","49700",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Bréscia","8703","8805","7321","9441","13891","11491","10348","11637","17918","14759","15232","31185","61344","88604",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Pádua","15680","16198","22392","24644","23285","24552","23202","35154","22729","18979","23957","23300","24657","36354",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Nova Ramada","9632","8123","12163","11610","24996","14217","6414","11968","24933","31833","27552","24658","33937","17907",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Novo Hamburgo","3264","3633","7111","7802","8084","9067","8582","9677","9523","12482","14458","16758","16865","19506",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Novo Barreiro","4866","5684","8410","7196","11453","8683","6127","9903","14134","15977","16072","18301","19558","13906",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Palmeira das Missões","60681","64579","78972","73037","188345","119237","39750","99543","180553","168482","176139","153084","186149","117558",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Paraí","5152","6037","8533","14903","19445","19668","17493","21795","25095","30111","27000","30022","40510","44250",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Passa Sete","9820","9356","16585","13361","18141","21301","16597","25408","28315","34211","35023","25251","33103","28765",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Paverama","2965","3571","10875","6527","11681","22276","16834","15751","17339","24198","21306","30740","42098","58197",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pelotas","42638","44289","61771","65156","81668","103209","72476","91513","94160","113711","139238","132822","130744","137732",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pinhal Grande","11076","12025","19026","21019","31863","23059","15413","26010","29307","41787","39322","35308","36700","21872",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pirapó","4797","4677","6271","6530","10037","7691","6822","8900","11453","13742","12179","14455","15735","14929",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pontão","12204","19734","23556","28373","47545","32583","16797","42282","51726","64568","53823","55900","64445","54000",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Porto Lucena","9046","9224","10749","11625","16688","14998","11571","15078","18312","19120","18083","22943","27632","20742",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Pouso Novo","4063","4474","6559","5831","6716","7876","6308","8401","9874","16922","16056","17354","28471","39897",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Putinga","7035","6901","12110","16219","33011","26180","24394","28207","31136","30935","31074","27315","35066","33029",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Quinze de Novembro","11943","11560","15637","16302","27531","18313","15460","22681","33878","45328","40888","33603","39637","32615",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Rio dos Índios","4398","6646","8150","7706","16683","13502","7314","13454","19848","19328","17020","17308","19316","14762",,,,,,,,"R$",1000
"3.3.1.1","Agropecuária","Roca Sales","10237","11165","14181","15127","23599","18538","16141","19691","34420","35243","34013","38097","50372","58454",,,,,,,,"R$",1000
